word,pos,zh,corpus_count,corpus_share,tracks
support,v.,支援、支撑、帮助,14135,0.363,life+cet4+cet6+postgrad
sure,adj.,确信、必然的、必定的,110856,0.881,life
sure,adv.,当然、确实地、无疑地,13921,0.111,life
surface,n.,面、表面、水面,8466,0.978,life
surface,v.,使成平面、使浮出水面,147,0.017,life
surge,n.,巨涌、汹涌、澎湃,1134,0.935,cet6+postgrad
surge,v.,汹涌、澎湃、颠簸,70,0.058,cet6+postgrad
surplus,n.,剩余、过剩、盈余,784,0.934,cet4+cet6+postgrad
surplus,adj.,过剩的、剩余的,55,0.066,cet4+cet6+postgrad
surprise,n.,惊奇、奇袭、诧异,14935,0.830,life
surprise,v.,使惊奇、撞见、奇袭,1956,0.109,life
surrender,v.,交出、放弃、使投降,719,0.626,cet4+cet6+postgrad
surrender,n.,交出、放弃、投降,430,0.374,cet4+cet6+postgrad
survey,n.,纵览、视察、测量,3586,0.929,life+cet4+cet6+postgrad
survey,v.,审视、视察、俯瞰,166,0.043,life+cet4+cet6+postgrad
suspect,v.,怀疑、猜想,4923,0.668,cet4+cet6+postgrad
suspect,n.,被怀疑者、嫌疑犯,1619,0.220,cet4+cet6+postgrad
suspect,adj.,令人怀疑的、不可信的、可疑的,699,0.095,cet4+cet6+postgrad
swallow,v.,咽、淹没、吞没,1438,0.930,cet4+cet6+postgrad
swallow,n.,燕子、吞咽、喉,55,0.036,cet4+cet6+postgrad
swamp,v.,淹没、击溃、清除,579,0.891,cet4+cet6+postgrad
swamp,n.,沼泽、进退两难的困境,43,0.066,cet4+cet6+postgrad
swan,n.,天鹅、天鹅星座、有才华的诗人,1617,0.834,cet4+cet6+postgrad
swan,v.,闲荡、蜿蜒而行,51,0.026,cet4+cet6+postgrad
swarm,n.,群、大群、蜂群,272,0.766,cet4+cet6+postgrad
swarm,v.,分群、群集、聚集一块,72,0.203,cet4+cet6+postgrad
sway,v.,摇动、支配、弄歪,681,0.925,cet4+cet6+postgrad
sway,n.,摇摆、影响力、支配,27,0.037,cet4+cet6+postgrad
swear,v.,发誓、咒骂、使宣誓,3504,0.964,cet4+cet6+postgrad
swear,n.,诅咒、誓言,98,0.027,cet4+cet6+postgrad
sweat,n.,汗、汗水、水珠,1624,0.694,cet4+cet6+postgrad
sweat,v.,出汗、渗出、冒出水气,688,0.294,cet4+cet6+postgrad
sweet,adj.,甜的、芳香的、悦耳的,17305,0.902,life
sweet,n.,甜蜜、糖果、情人,687,0.036,life
swell,n.,增大、隆起的部分、巨浪,516,0.614,cet4+cet6+postgrad
swell,v.,增大、膨胀、肿胀,315,0.375,cet4+cet6+postgrad
swift,adj.,迅速的、快的、敏捷的,684,0.461,cet4+cet6+postgrad
swift,n.,褐雨燕、快速爬行的小蜥蜴、蝙蝠蛾,157,0.106,cet4+cet6+postgrad
swing,n.,摇摆、振幅、音律,3837,0.666,cet4+cet6+postgrad
swing,v.,摇摆、悬挂、旋转,1862,0.323,cet4+cet6+postgrad
switch,v.,转变、切换、摆动,3174,0.671,cet4+cet6+postgrad
switch,n.,开关、电闸、转换,1537,0.325,cet4+cet6+postgrad
taboo,n.,禁忌、禁止接近、禁止使用,229,0.836,postgrad
taboo,adj.,禁忌的、忌讳的,30,0.109,postgrad
tag,n.,标签、附属物、碎片,2537,0.856,cet4+cet6+postgrad
tag,v.,附以签条、尾随、添饰,295,0.100,cet4+cet6+postgrad
tail,n.,尾部、后部、辫子,5485,0.971,cet4+cet6+postgrad
tail,adj.,在后面的、从后面而来的、限定继承的,73,0.013,cet4+cet6+postgrad
tailor,n.,裁缝、成衣匠,368,0.527,cet4+cet6+postgrad
tailor,v.,缝制、制作、使适应,124,0.178,cet4+cet6+postgrad
talk,v.,讲话、演讲、说话,49469,0.747,life
talk,n.,谈话、交谈、会谈,16668,0.252,life
tan,n.,黄褐色、鞣料、马戏团,1529,0.661,cet4+cet6+postgrad
tan,v.,晒成棕褐色,63,0.027,cet4+cet6+postgrad
tan,adj.,黄褐色的、鞣皮的,31,0.013,cet4+cet6+postgrad
tangle,n.,缠结、纠结的一团、困惑,214,0.746,cet6+postgrad
tangle,v.,使缠结、缠住,40,0.139,cet6+postgrad
tape,n.,带子、录音带、磁带,4260,0.964,life+cet4+cet6+postgrad
tape,v.,以带子绑起、测量、录音,127,0.029,life+cet4+cet6+postgrad
target,n.,目标、靶子、指标,11729,0.899,life+cet4+cet6+postgrad
target,v.,对准、订指标,1236,0.095,life+cet4+cet6+postgrad
taste,n.,味道、品味、味觉,12242,0.686,cet4+cet6+postgrad
taste,v.,尝、察觉...的味道、体会,5591,0.314,cet4+cet6+postgrad
tease,v.,戏弄、取笑、强求,480,0.646,cet6+postgrad
tease,n.,揶揄、戏弄、逗惹,237,0.319,cet6+postgrad
telephone,n.,电话、电话机,3846,0.912,life
telephone,v.,打电话,78,0.019,life
temper,n.,(钢等的)硬度、脾气、心情,1047,0.846,cet4+cet6+postgrad
temper,v.,使回火、锻炼、调和,113,0.091,cet4+cet6+postgrad
tender,n.,照料、看管人、供应船,2061,0.897,cet4+cet6+postgrad
tender,adj.,嫩的、柔软的、脆弱的,136,0.059,cet4+cet6+postgrad
tender,v.,使变嫩、提供、偿还,62,0.027,cet4+cet6+postgrad
tentative,adj.,试验性的、暂时的,297,0.928,cet6+postgrad
tentative,n.,试验,22,0.069,cet6+postgrad
terminal,n.,终端机、终点、末端,891,0.805,cet4+cet6+postgrad
terminal,adj.,终点的、定期的、致死的,55,0.050,cet4+cet6+postgrad
test,n.,测试、试验、化验,18455,0.805,life+cet4+cet6+postgrad
test,v.,测试、试验、化验,3957,0.173,life+cet4+cet6+postgrad
thrill,n.,震颤、激动、刺激性,1274,0.877,cet4+cet6+postgrad
thrill,v.,震颤、颤抖、激动,146,0.100,cet4+cet6+postgrad
thrust,n.,插、戳、刺,748,0.685,cet4+cet6+postgrad
thrust,v.,插入、猛推、刺,325,0.298,cet4+cet6+postgrad
tick,v.,滴答响、活动,2049,0.713,cet4+cet6+postgrad
tick,n.,滴答声、一瞬间、壁虱,766,0.267,cet4+cet6+postgrad
tickle,n.,胳肢、痒,563,0.361,cet6
tickle,v.,胳肢、使发痒、使快乐,532,0.341,cet6
tidy,adj.,整齐的、有条理的,1956,0.501,cet4+cet6+postgrad
tidy,v.,弄整齐、收拾、整理,1196,0.306,cet4+cet6+postgrad
tidy,n.,椅子的背罩、装杂物的容器,413,0.106,cet4+cet6+postgrad
tie,n.,带子、线、鞋带,5098,0.665,life+cet4+cet6+postgrad
tie,v.,系、打结、扎,2485,0.324,life+cet4+cet6+postgrad
tight,adj.,紧的、密封的、吝啬的,9606,0.883,cet4+cet6+postgrad
tight,adv.,紧紧地,1226,0.113,cet4+cet6+postgrad
tilt,n.,倾斜、倾向、船篷,326,0.497,cet6+postgrad
tilt,v.,使倾斜、使倾侧、用帆布篷遮盖,310,0.473,cet6+postgrad
tip,n.,顶、尖端、梢,5407,0.754,life+cet4+cet6+postgrad
tip,v.,装顶端、使倾斜、使翻倒,1211,0.169,life+cet4+cet6+postgrad
tonight,n.,今晚、今夜,30256,0.533,life
tonight,adv.,今晚、今夜,16673,0.294,life
top,adj.,最高的、顶上的、头等的,42720,0.481,life+cet4+cet6+postgrad
top,n.,顶部、顶端、极点,40499,0.456,life+cet4+cet6+postgrad
top,v.,盖、加以顶、高达,1347,0.015,life+cet4+cet6+postgrad
total,adj.,全体的、总的、全然的,10010,0.528,life+cet4+cet6+postgrad
total,n.,总数、全体、合计,8663,0.457,life+cet4+cet6+postgrad
touch,n.,触觉、碰、触,17044,0.671,life+cet4+cet6+postgrad
touch,v.,接触、触摸、触及,7932,0.312,life+cet4+cet6+postgrad
tour,n.,旅游、观光旅行、任期,10058,0.861,life+cet4+cet6+postgrad
tour,v.,旅行、周游、巡回,365,0.031,life+cet4+cet6+postgrad
track,n.,轨迹、足迹、径迹,13501,0.837,life+cet4+cet6+postgrad
track,v.,循路而行、追踪、通过,2408,0.149,life+cet4+cet6+postgrad
trade,n.,贸易、商业、交易,11203,0.814,life+cet4+cet6+postgrad
trade,v.,进行交易、做买卖、经商,1333,0.097,life+cet4+cet6+postgrad
trail,n.,踪迹、痕迹、一串,3396,0.902,life+cet4+cet6+postgrad
trail,v.,拖、尾随、追踪,130,0.035,life+cet4+cet6+postgrad
train,n.,火车、列车、行列,15501,0.809,life
train,v.,训练、教育、对准,3091,0.161,life
transfer,n.,迁移、移动、传递,2442,0.663,cet4+cet6+postgrad
transfer,v.,使转移、调转、调任,1222,0.332,cet4+cet6+postgrad
transient,adj.,短暂的、易变的、瞬变的,76,0.679,cet6+postgrad
transient,n.,瞬、短期居留者、过境鸟,30,0.268,cet6+postgrad
transplant,n.,移居者、移植,1244,0.936,cet4+cet6+postgrad
transplant,v.,使移居、移植、使迁移,57,0.043,cet4+cet6+postgrad
transport,n.,运输、运输工具、激动,6165,0.735,cet4+cet6+postgrad
transport,v.,传送、运输、流放,866,0.103,cet4+cet6+postgrad
trash,n.,垃圾、废物,729,0.764,postgrad
trash,v.,丢弃,162,0.170,postgrad
travel,v.,旅行、行进、移动,7003,0.526,life
travel,n.,旅行、游历、行进,6163,0.463,life
traverse,v.,横过、穿过、经过,58,0.374,cet6
traverse,n.,越过、横贯、横断物,36,0.232,cet6
tread,v.,踏、行走、交尾,749,0.937,cet6
tread,n.,踏、步态、梯级,46,0.058,cet6
treat,v.,视为、对待、论述,5963,0.530,life+cet4+cet6+postgrad
treat,n.,宴请、款待,5231,0.465,life+cet4+cet6+postgrad
tremble,v.,战栗、忧虑、摇晃,105,0.669,cet4+cet6+postgrad
tremble,n.,战栗、颤抖,28,0.178,cet4+cet6+postgrad
trick,n.,诡计、欺诈、谋略,7940,0.935,cet4+cet6+postgrad
trick,v.,愚弄、欺骗、装饰,515,0.061,cet4+cet6+postgrad
trigger,n.,触发器、扳机,891,0.577,cet6+postgrad
trigger,v.,触发、发射、引起,589,0.382,cet6+postgrad
trim,v.,使整齐、整理、修剪,636,0.570,cet4+cet6+postgrad
trim,adj.,整齐的,471,0.422,cet4+cet6+postgrad
triple,adj.,三倍的,1410,0.770,cet6+postgrad
triple,v.,使增至三倍,67,0.037,cet6+postgrad
trot,n.,快步,479,0.594,cet6
trot,v.,快步走、小跑,281,0.348,cet6
trumpet,n.,喇叭、小号、喇叭声,1103,0.835,cet4+cet6+postgrad
trumpet,v.,吹喇叭,56,0.042,cet4+cet6+postgrad
trust,n.,信任、信赖、相信,7288,0.347,life+cet4+cet6+postgrad
trust,v.,信赖、信任、相信,7062,0.336,life+cet4+cet6+postgrad
try,v.,试、尝试、试验,81599,0.910,life
try,n.,尝试、试验、审理,8056,0.090,life
tune,n.,歌曲、主旋律、心情,5550,0.900,cet4+cet6+postgrad
tune,v.,为...调音、调整、调谐,503,0.082,cet4+cet6+postgrad
turn,v.,使旋转、转弯、转动,36851,0.653,life
turn,n.,转弯、转动、旋转,19583,0.347,life
tutor,n.,家庭教师、导师、助教,493,0.890,cet4+cet6+postgrad
tutor,v.,当...的教师、教、指导,44,0.079,cet4+cet6+postgrad
twin,n.,双胞胎中一人、一对非常相像的人(或物)中的一个,1562,0.759,cet4+cet6+postgrad
twin,adj.,双胞胎的、成对的、孪生的,249,0.121,cet4+cet6+postgrad
twist,n.,一扭、扭曲、曲折,4329,0.850,cet4+cet6+postgrad
twist,v.,拧、扭、捻,763,0.150,cet4+cet6+postgrad
tyre,n.,轮胎,1180,0.872,cet4+cet6
tyre,v.,装轮胎于,29,0.021,cet4+cet6
underestimate,v.,低估、看轻,824,0.930,cet6+postgrad
underestimate,n.,低估,41,0.046,cet6+postgrad
undergraduate,n.,大学本科生、大学肄业生,72,0.581,cet4+cet6+postgrad
undergraduate,adj.,大学生的,52,0.419,cet4+cet6+postgrad
uniform,n.,制服,2184,0.743,cet4+cet6+postgrad
uniform,adj.,统一的、一律的、始终如一的,739,0.252,cet4+cet6+postgrad
unknown,adj.,不知道的、未知的、陌生的,1896,0.698,cet4+cet6
unknown,n.,未知物、未知数,820,0.302,cet4+cet6
upgrade,n.,上坡、升级、上升,411,0.498,cet6+postgrad
upgrade,v.,使升级、提升、改良品种,381,0.462,cet6+postgrad
upset,adj.,弄翻的、混乱的、心烦的,5047,0.507,cet4+cet6+postgrad
upset,v.,弄翻、颠覆、推翻,4464,0.448,cet4+cet6+postgrad
upstairs,n.,楼层,7260,0.634,cet4+cet6+postgrad
upstairs,adv.,在楼上、向楼上、处于更高地位,2941,0.257,cet4+cet6+postgrad
upward,adj.,向上的,162,0.625,cet4+cet6+postgrad
upward,adv.,以上,96,0.371,cet4+cet6+postgrad
urge,v.,驱策、力劝、竭力主张,1016,0.655,cet4+cet6+postgrad
urge,n.,冲动、推动力、迫切的要求,532,0.343,cet4+cet6+postgrad
use,v.,使用、利用、运用,57772,0.779,life
use,n.,使用、习惯、使用价值,14841,0.200,life
vacuum,n.,真空、空间、真空吸尘器,1397,0.956,cet4+cet6+postgrad
vacuum,v.,用吸尘器打扫,46,0.031,cet4+cet6+postgrad
value,n.,价值、价格、购买力,18819,0.924,life+cet4+cet6+postgrad
value,v.,评价、估价、重视,1204,0.059,life+cet4+cet6+postgrad
vegetable,n.,蔬菜、植物、无精打采之人,2972,0.966,life
vegetable,adj.,蔬菜的、植物的,63,0.020,life
vegetarian,adj.,素食的,744,0.574,postgrad
vegetarian,n.,素食者、食草动物,526,0.406,postgrad
venture,n.,冒险、风险,1296,0.762,cet4+cet6+postgrad
venture,v.,敢于、冒...的危险,334,0.196,cet4+cet6+postgrad
verse,n.,诗、韵文、诗句,444,0.443,cet6+postgrad
verse,v.,用诗表达,67,0.067,cet6+postgrad
veteran,n.,老手、退伍军人、老兵,1075,0.802,cet4+cet6+postgrad
veteran,adj.,老兵的、老练的、经验丰富的,256,0.191,cet4+cet6+postgrad
veto,n.,否决权,625,0.734,cet6+postgrad
veto,v.,否决、禁止,224,0.263,cet6+postgrad
video,n.,影像、电视,6438,0.888,life+cet4+cet6+postgrad
video,adj.,图像的、电视的,495,0.068,life+cet4+cet6+postgrad
view,n.,视野、风景、见解,27220,0.924,life+cet4+cet6+postgrad
view,v.,看、考虑、视察,1466,0.050,life+cet4+cet6+postgrad
visit,n.,拜访、访问、游览,9470,0.544,life
visit,v.,拜访、访问、参观,7884,0.453,life
vocal,adj.,嗓音的、声音的、有声的,1211,0.862,cet6+postgrad
vocal,n.,元音、声乐作品,167,0.119,cet6+postgrad
voice,n.,声音、嗓音、嗓子,14388,0.926,life+cet4+cet6+postgrad
voice,v.,表达、吐露、调音,240,0.015,life+cet4+cet6+postgrad
void,n.,空虚、空间、空白,406,0.671,cet6+postgrad
void,adj.,空的、无效的、无人的,172,0.284,cet6+postgrad
volunteer,n.,志愿者,1659,0.742,cet4+cet6+postgrad
volunteer,v.,自愿,525,0.235,cet4+cet6+postgrad
vote,n.,投票、选举、选票,15078,0.515,life+cet4+cet6+postgrad
vote,v.,投票、选举,14207,0.485,life+cet4+cet6+postgrad
wage,n.,工资、报应、报偿,2931,0.977,cet4+cet6+postgrad
wage,v.,开展、进行,68,0.023,cet4+cet6+postgrad
wait,v.,等候、期待、延缓,44426,0.943,life
wait,n.,等待、等候,2681,0.057,life
wake,v.,叫醒、激发,5886,0.665,life
wake,n.,守侯、守夜、尾迹,2784,0.315,life
walk,v.,走路、步行、处世,22773,0.727,life
walk,n.,走、散步、步行,8570,0.273,life
ward,n.,病房、守卫、保卫,2353,0.603,cet6+postgrad
ward,v.,使入病房、守护、保卫,216,0.055,cet6+postgrad
ware,n.,物品、器具、货物,1010,0.622,cet6
ware,v.,留心、小心,33,0.020,cet6
warm,adj.,暖和的、暖的、温暖的,15208,0.904,life
warm,v.,使温暖、弄热、使兴奋,1617,0.096,life
warrant,n.,授权、正当理由、根据,1012,0.816,cet6+postgrad
warrant,v.,授权给、保证、担保,173,0.140,cet6+postgrad
waste,n.,浪费、废物、损耗,7635,0.726,life+cet4+cet6+postgrad
waste,v.,浪费、消耗、使荒芜,2550,0.242,life+cet4+cet6+postgrad
watch,v.,看、注视、照顾,25231,0.623,life
watch,n.,观察、手表、看守,7250,0.179,life
waterproof,adj.,不透水的、防水的,295,0.547,cet4+cet6+postgrad
waterproof,n.,防水材料,198,0.367,cet4+cet6+postgrad
waterproof,v.,使防水,26,0.048,cet4+cet6+postgrad
wave,n.,波、波浪、波动,6890,0.957,life+cet4+cet6+postgrad
wave,v.,波动、飘动、挥手示意,127,0.018,life+cet4+cet6+postgrad
wax,n.,蜡、蜡状物、一阵发怒,1225,0.816,cet4+cet6+postgrad
wax,v.,变大、增大、月亮渐满,134,0.089,cet4+cet6+postgrad
wear,v.,穿着、戴、留(须、发等),14212,0.900,life
wear,n.,穿着、戴、使用,1586,0.100,life
weave,v.,编织、组合、编排,560,0.694,cet4+cet6+postgrad
weave,n.,编法、织法、编织式样,136,0.169,cet4+cet6+postgrad
wedge,n.,楔子、楔形物、起因,505,0.886,cet6+postgrad
wedge,v.,楔住、挤进、楔入,57,0.100,cet6+postgrad
weed,n.,杂草、野草,1157,0.963,cet4+cet6+postgrad
weed,v.,除草,36,0.030,cet4+cet6+postgrad
weekly,adj.,每周的、一周一次的、周刊的,1893,0.905,cet4+cet6+postgrad
weekly,adv.,每周、一周一次,71,0.034,cet4+cet6+postgrad
welcome,adj.,受欢迎的、可随意的、可喜的,23428,0.447,life
welcome,v.,欢迎、接待,7679,0.146,life
whip,n.,鞭子、抽打、车夫,1321,0.542,cet4+cet6+postgrad
whip,v.,鞭打、搅拌、煽动,701,0.288,cet4+cet6+postgrad
whisper,n.,耳语、密谈、谣传,334,0.353,cet4+cet6+postgrad
whisper,v.,耳语、密谈、沙沙地响,284,0.300,cet4+cet6+postgrad
whole,adj.,所有的、完整的、完全的,62244,0.881,life+cet4+cet6+postgrad
whole,n.,全部、全体、整体,8309,0.118,life+cet4+cet6+postgrad
wide,adj.,宽的、广阔的、普遍的,9879,0.917,life
wide,adv.,广阔地、遍及各处地、广泛地,625,0.058,life
willow,n.,柳树、柳木制品,547,0.516,cet6
willow,adj.,柳树的、柳木制的,90,0.085,cet6
wind,n.,风、气息、气味,17625,0.880,life
wind,v.,使通风、嗅出、使喘气,1772,0.088,life
wing,n.,翅膀、翼、机翼,5420,0.942,life+cet4+cet6+postgrad
wing,v.,给...装上翼、飞过、使飞,70,0.012,life+cet4+cet6+postgrad
wink,n.,眨眼、使眼色、瞬间,388,0.674,cet6+postgrad
wink,v.,眨眼、使眼色、闪烁,102,0.177,cet6+postgrad
wire,n.,电线、电报、电信,3615,0.925,cet4+cet6+postgrad
wire,v.,用金属丝捆扎、拍电报,98,0.025,cet4+cet6+postgrad
wish,v.,愿、想要、希望,17830,0.790,life
wish,n.,希望、愿望、祝愿,3429,0.152,life
witness,n.,证人、目击者、证据,3617,0.937,life+cet4+cet6+postgrad
witness,v.,目击、作证、证明,44,0.011,life+cet4+cet6+postgrad
wolf,n.,狼、残忍贪婪之人、极度穷困,2013,0.683,cet4+cet6+postgrad
wolf,v.,狼吞虎咽、大吃,92,0.031,cet4+cet6+postgrad
wonder,v.,惊奇、想知道,17131,0.746,life+cet4+cet6+postgrad
wonder,n.,奇迹、惊奇、惊愕,4937,0.215,life+cet4+cet6+postgrad
woollen,n.,毛织品,123,0.535,cet4+cet6
woollen,adj.,羊毛制的,56,0.243,cet4+cet6
work,n.,工作、劳动、职业,109960,0.561,life
work,v.,工作、劳动、做,85052,0.434,life
worry,v.,使烦恼、使焦虑、使苦恼,24483,0.875,life
worry,n.,担心、烦恼、忧虑,3387,0.121,life
worse,adj.,更坏的、更恶劣的,19466,0.974,cet4+cet6+postgrad
worse,adv.,更坏地、更恶劣地,521,0.026,cet4+cet6+postgrad
worst,adj.,最坏的、最恶劣的、最不利的,16212,0.978,cet4+cet6+postgrad
worst,adv.,最坏、最糟,363,0.022,cet4+cet6+postgrad
worth,adj.,值...的、值得的,29022,0.757,life
worth,n.,价值、财产,5349,0.139,life
wound,n.,创伤、伤口、伤疤,1714,0.671,cet4+cet6+postgrad
wound,v.,伤害、损害、使受伤,823,0.322,cet4+cet6+postgrad
wrap,v.,包装、卷、缠绕,1645,0.653,cet4+cet6+postgrad
wrap,n.,外套、围巾、包裹物,643,0.255,cet4+cet6+postgrad
wreck,n.,失事、残骸、破坏,1390,0.755,cet4+cet6+postgrad
wreck,v.,使失事、拆毁、破坏,441,0.240,cet4+cet6+postgrad
x-ray,adj.,X射线的,64,0.036,cet4
x-ray,v.,用X光检查、照X光,20,0.011,cet4
yawn,n.,哈欠,154,0.425,cet4+cet6+postgrad
yawn,v.,打哈欠、裂开,120,0.331,cet4+cet6+postgrad
yell,v.,叫喊、大叫、(齐声)呐喊欢呼,212,0.549,cet4+cet6+postgrad
yell,n.,叫声、喊声、呐喊,101,0.262,cet4+cet6+postgrad
yellow,adj.,黄色的,10843,0.774,life
yellow,n.,黄色,1735,0.124,life
yield,n.,生产量、投资收益,814,0.769,cet4+cet6+postgrad
yield,v.,出产、给予、让出,243,0.230,cet4+cet6+postgrad
zigzag,n.,曲折线条、Z字形道路,172,0.741,postgrad
zigzag,v.,使成之字形、使曲折进行,20,0.086,postgrad
zip,n.,尖啸声、拉链、活力,656,0.747,postgrad
zip,v.,给...以速度、使增加活力、拉(拉链),168,0.191,postgrad
zoom,v.,猛增、急速上升、摄象机移动,422,0.414,postgrad
zoom,n.,急速上升、变焦摄影、嗡嗡声,394,0.386,postgrad
